,Unnamed: 0,公司名称,注册地址-国家代码,全球行业分类标准（GICS）代码,最新的报表日期,报表模板（3类）,合并报表代码,"总收入
千 CNY
最新可用年份","员工数量
最新可用年份",ISIN索引号,公司简介,主营业务单元情况,主要经营活动,主要产品和服务,国内主要国家,国外主要国家或地区,公司成立日期,公司成立年份
1649,1650.0,SBS Transit LTD,SG,20304040.0,2023-12-31,IND,C1,8273357.26820193,n.a.,SG1F58858209,"This company, based in Singapore, is engaged in the bus and rail public transport services. It was formed in 1973 and was formerly known as Singapore Bus Services Limited. Its registered head office is located in the city of Singapore. It operates through Public Transport Services and Other Commercial Services segments. Its bus services include basic, premium, fast forward, Chinatown Direct, parks, express, and Nite Owl services. The company is one of the world's leading bus operators and public transport services providers. It also operates North East Line, an automatic underground heavy rail system; Downtown Line, an underground and driverless mass rapid transit (MRT) line; and Sengkang and Punggol light rail transits (LRT). The bus fleet comprises of Volvo B10TL Super Olympian,Volvo B7RLE Wheelchair Accessible Bus (WAB), Dennis Trident 3, Leyland Olympian, Scania K230UB, Mercedes-Benz O405 and Dennis Dart. The company strives to achieve excellence for its customers, employees, shareholders and community by offering safe and reliable services at affordable prices, being an employer of choice and creating significant shareholder value.",Engaged in the bus and rail public transport services,Services,Bus and rail public transport services,Singapore,,1992-01-01,1992.0
1533,1534.0,Singapore Post LTD,SG,20301010.0,2023-09-30,IND,C1,9711903.55163772,n.a.,SG1N89910219,"This company is engaged in the provision of postal and logistics services; and logistics business solutions, as well as offers a range of postal, agency, and financial services through its retail distribution network. It was founded in by Sir Stamford Raffles in 1819, and has its registered head office located in Singapore, Singapore. The company organizes its business through three divisions: mail, logistics, and retail. The mail division offers various services for collecting, sorting, transporting, and distributing domestic and international mail, which include direct mail products and services, and mailroom services. This division has international mail service, which handles incoming international mail from, and outgoing international mail to, foreign postal administrations. It also offers ePost hybrid mail service, which enables businesses to process and deliver data-intensive personalized documents; and sells philatelic products. The logistics division offers domestic and international door-to-door distribution services, such as express delivery services (Speedpost); shipping services at virtual post Internet portal and warehousing; and warehousing, fulfillment, and distribution services. Speedpost delivery service provides express delivery services for customers sending documents, parcels, and freight within Singapore and worldwide. This division offers other services including warehousing and inventory management, such as product storage, physical inventory checks, and monthly and annual inventory reports. The retail division provides customers a range of postal, agency, and financial services, which are delivered through post offices, authorized postal agencies, and stamp vendors; self-service automated machines (SAMs); and the vPOST Internet portal. The company operates through a network of approximately 60 post offices, approximately 80 authorized postal agencies, more than 650 stamp vendors, approximately 200 self-service automated machines, and more than 700 post boxes. It is the leading logistics provider in the domestic market, and owns one of the largest retail distribution networks, with global service offerings to more than 220 territories/countries. The company aims to be a world-class provider of consumer services focusing on mail, logistics, and retail solutions in the region.","Engaged in the provision of postal and logistics services; and logistics business solutions, as well as offers a range of postal, agency, and financial services through its retail distribution network",Services,"Collecting, sorting, transporting, and distributing domestic and international mail (direct mail products and services, and mailroom services); EPost hybrid mail service; Philatelic products; Express delivery services (Speedpost); shipping services at virtual post Internet portal and warehousing; and warehousing, fulfillment, and distribution services; Warehousing and inventory management (product storage, physical inventory checks, and monthly and annual inventory reports); Postal, agency, and financial services",Singapore,,1992-03-28,1992.0
7591,7592.0,Metech International Limited,SG,20201050.0,2023-12-31,IND,C1,3315.54926878784,n.a.,SG2E79981816,"This company, formerly known as Centillion Environment & Recycling Limited, operates as a Singapore-based firm engaged in the provision of recycling and processing services for electronic industry. With registered head office located in Singapore, it was incorporated in November 1992 and was formerly known as Citiraya Industries Limited. The company is a fully integrated provider of recycling and processing services for electronic waste with a global footprint. It provides services for recycling and processing electronic components and products, in order to extract ferrous and non-ferrous metals and plastics. The company's services include collection, storage, representative sampling, samples analysis, dismantling, destruction of IP-sensitive materials, and recovery of precious metals. The company has recycling facilities located in Tuas, Singapore; Wuxi, China; and Wales, United Kingdom. Its mission is to become a global electronics recycling service provider, offering professional and secured solutions in compliance with legislation while minimizing environmental impact.",Operates as a Singapore-based firm engaged in the provision of recycling and processing services for electronic industry,Services,Provider of recycling and processing services for electronic waste with a global footprint,Singapore,China; and Wales; United Kingdom,1992-11-28,1992.0
3044,3045.0,Vallianz Holdings Limited,SG,10101020.0,2023-12-31,IND,C1,1533538.0357069,n.a.,SG1J89892363,"This Singaporean-based company is an investment holding firm, provides offshore support vessels and integrated offshore marine solutions to the oil and gas industry. It operates through vessel chartering and brokerage, and vessel management and services segments. It offers various offshore marine services, including vessel ownership and management, chartering, and brokering. The company also provides vessel management services, such as vessel repair and maintenance, annual survey, dry-docking, health safety and environmental compliance, crewing services, procurement services, port and documentation clearance, operational services, and arranging skilled repair teams for port and voyage repairs, as well as ensuring the quality and safety assurance/maintenance of vessels and their classification, and compliance with the charterer's requirement. In addition, it operates shipyards in Indonesia; and manufactures, assembles, and repairs ships and vessels, as well as engages in the provision of corporate, shipbuilding, and shipyard and engineering services. The company operates a fleet of 55 offshore support vessels. It mission is to be its customers' preferred partner and strive for service excellence by ensuring safe, reliable and efficient vessel operations with a best-in-class fleet to support the offshore oil and gas industry. It was incorporated in 1992 and has registered headquarters located in Singapore.","An investment holding firm, provides offshore support vessels and integrated offshore marine solutions to the oil and gas industry",Services,Investment holding firm (offshore support vessels and integrated offshore marine solutions),Singapore,,1992-12-23,1992.0
6326,6327.0,Southern Archipelago LTD,SG,20201070.0,2023-12-31,IND,C1,28149.6633997085,n.a.,SG1I69883698,"This company is an investment holding enterprise based in Singapore that operates in three business segments namely: investment holding segment, invests in transferable securities such as marketable shares, warrants and debentures; sterilization segment, provides contract sterilization service to food packaging, medical device and cosmetic raw materials markets; and information technology segment, provides e-business solutions including financial software systems integration. It was established in 1993 and conducts business from its registered head office which is strategically located in Singapore, Singapore.The company's clients include the Development Bank of Singapore, the Malayan Banking Berhad, CGU Asia Pte Ltd, The Payment Solutions Company, the Network for Electronics Transfers Pte Ltd, Nanyang Technological University, Central Provident Fund Board in Singapore, Singapore Turf Club, Hewlett-Packard, and Creative Technology. Furthermore, the company is also present in Malaysia, Indonesia, Philippines and Hong Kong.",An investment holding enterprise,Services,"Investment holding segment, invests in transferable securities such as marketable shares, warrants and debentures; sterilization segment, provides contract sterilization service to food packaging, medical device and cosmetic raw materials markets; and information technology segment, provides e-business solutions including financial software systems integration",Singapore,Malaysia; Indonesia; Philippines; Hong Kong,1993-01-01,1993.0
610,611.0,Yanlord Land Group Limited,SG,60201030.0,2023-12-31,IND,C1,43525073,n.a.,SG1T57930854,"This company is an investment holding company engaged in the development of residential projects. Through its subsidiaries, it is engaged in the property development, management, and investment; restaurant operations; and kindergarten operations. It also operates integrated residential and commercial property portfolios, including commercial properties, office buildings, hotels, serviced apartments, and shopping or retail malls. It also provides residential property management services, including security, building and equipment maintenance and repairs, facilities management, provision of child-care, and other ancillary services. The company was founded in 1993 and is based in Singapore, Singapore. It also operates its business in China.The company is a leading developer of high-end residential properties in the China, primarily in Shanghai and Nanjing. It has expanded its geographical reach of their residential property development business in different parts of China, including Chengdu, Tianjin, Zhuhai, Suzhou and Guiyang. Its residential property developments are typically large-scale, multi-phased projects designed and built by leading architects, designers and contractors.",Investment holding company engaged in the development of residential projects,Services,Development of residential projects,Singapore,China,1993-01-01,1993.0
3272,3273.0,Digilife Technologies Limited,SG,50102010.0,2023-12-31,IND,C1,1177052.49580467,n.a.,SG1BD0000008,"This company is a one-stop service provider with a broad portfolio of voice, data and computing services with a leading edge in mobile VoIP technology. It was formerly known as MediaRing Ltd. Its corporate headquarters is located in Singapore City, Singapore. The company has strong presence in major cities around the world, including subsidiaries, branch offices and associates in India, Kuala Lumpur, Hong Kong, Shenzhen, Cape Town and Silicon Valley (California).Voice services a pioneer of consumer VoIP services, the company offers a wide range of superior quality VoIP services to carriers, enterprises, service providers and consumers worldwide. Strong technological capabilities, extensive global IP network and established partnerships with more than 100 world-class carriers enable it to connect calls to land and mobile lines in more than 240 countries at highly competitive rates. Since 2004, it has been generating more than one billion calling minutes annually, giving it a significant share of the global pure-play VoIP market.Data services strategic acquisition of an ISP in 2006 enabled expansion of its offerings to include a comprehensive suite of fast speed Broadband Access, Managed Network and various Network Based services delivered on reliable and robust network architecture with carrier grade network facilities that is managed 24/7 by its team of professional network engineers. The company thus attained a competitive edge in meeting growing demands for a convergent solution of voice and data services.Computing services through acquisition of a leading IT infrastructure company, the company also offers an innovative Utility-On-Demand business model. This relieves enterprises from huge upfront capital expenditure and the constant risk of technological obsolescence, while obtaining full access to the latest technologies, comprehensive IT infrastructure and maintenance. A vital value addition to its suite of data services, this need-based system allows it to package and offer hardware and software, storage and hosting plus 24/7 service and support at cost-effective rates.Dedicated 24-Hours support provided by its Network Operations Centre (NOC), a team of highly experienced network engineers work around the clock 24/7 to ensure the reliability and availability of its services. Equipped with sophisticated network management, monitoring hardware and software tools, its network engineers proactively monitor and troubleshoot any potential threat that may compromise the service. Immediate actions are executed to rectify and resolve issues that arise without jeopardizing its customers' business operations.","A one-stop service provider with a broad portfolio of voice, data and computing services with a leading edge in mobile VoIP technology",Services,"Voice, data and computing services with a leading edge in mobile VoIP technology",Singapore,"India, Kuala Lumpur, Hong Kong, Shenzhen, Cape Town and Silicon Valley (California)",1993-01-01,1993.0
2215,2216.0,Samudera Shipping Line LTD,SG,20303010.0,2023-12-31,IND,C1,4193921.81740177,n.a.,SG1F29855813,"This company, formerly as Samudera Shipping Line Pte Ltd., is engaged in the ownership and operation of ocean-going ships and provision of containerized feeder shipping services. It was incorporated in 1993. The registered business office of the company is located in Singapore, Singapore.The company offers regional industrial shipping services for liquid and gas, and dry bulk cargoes; marine off-shore support services; and tramp shipping agency services, including customs clearance, cargo handling, crew handling, and ship husbandry to ship operators of liquid, gas, and dry bulk cargoes, as well as in marine offshore support sector. It also provides freight forwarding, transportation, and logistics services, such as logistics management, breakbulk, document processing, warehousing facilities, point to point deliveries, packing and crating, air cargo, project cargo management, FCL/LCL consolidations, transportation/transloading, door to door, valuable/dangerous cargo handling, and supply chain facilities. In addition, the company offers shipping agency and container freight station, ship manning, and vessel operation and maintenance management services. Further, it provides feeder services for the transportation of containerized cargo between Singapore as a hub port and other outgoing spoke ports in Asia to main line operators; liner services to traders and freight forwarders; and inter-regional container shipping services to manufacturers, exporters, and importers.The company operates a fleet of 37 vessels, including 28 container vessels, two oil tankers, three chemical tankers, one gas tanker, one marine off shore support vessels, and two dry bulk carriers.It is a global company with operations in Singapore, Thailand, India, Indonesia, and Malaysia.",Engaged in the ownership and operation of ocean-going ships and provision of containerized feeder shipping services,Services,"Offers regional industrial shipping services for liquid and gas, and dry bulk cargoes; marine off-shore support services; and tramp shipping agency services, including customs clearance, cargo handling, crew handling, and ship husbandry to ship operators of liquid, gas, and dry bulk cargoes, as well as in marine offshore support sector; Provides freight forwarding, transportation, and logistics services, such as logistics management, breakbulk, document processing, warehousing facilities, point to point deliveries, packing and crating, air cargo, project cargo management, FCL/LCL consolidations, transportation/transloading, door to door, valuable/dangerous cargo handling, and supply chain facilities; Offers shipping agency and container freight station, ship manning, and vessel operation and maintenance management services; Provides feeder services for the transportation of containerized cargo between Singapore as a hub port and other outgoing spoke ports in Asia to main line operators; liner services to traders and freight forwarders; and inter-regional container shipping services to manufacturers, exporters, and importers",Singapore,,1993-01-01,1993.0
6561,6562.0,Dragon Group International Limited,SG,45203030.0,2023-09-30,IND,C1,19337.2479141321,n.a.,SG2C50963991,"This company is an investment holding company engaged in the provision of technology and business solutions to the electronics industry in Asia, Europe, and the United States. Founded in 1990, the company was formerly known as Flextech Holdings Limited. The company was listed on SESDAQ in 1994 and subsequently promoted to the Main Board of the Singapore Exchange in 1998. Through its subsidiaries, the company is involved in electronics components distribution, provision of semiconductor equipment and services, and semiconductor testing and consumables. It has offices in Singapore, China, Hong Kong, India, Indonesia, Korea, Malaysia, the Philippines, Taiwan and Thailand. It is the parent company of FE Global Electronics Pte Ltd., one of the leading electronic components distributors in the pan-Asia region; Spire Technologies Pte Ltd., which is active in the semiconductor industry; and Hua-Jie, a Taiwan-based company which is involved in the design, development and manufacture of electronic switches and connectors. The company's vision is to be an organization that can add value to its partners through innovative products and solutions, and distribution channels that connect businesses globally.","Investment holding company engaged in the provision of technology and business solutions to the electronics industry in Asia, Europe, and the United States",Services,Technology and business solutions to the electronics industry,Singapore,"Singapore, China, Hong Kong, India, Indonesia, Korea, Malaysia, the Philippines, Taiwan; Thailand; Taiwan",1993-01-01,1993.0
3356,3357.0,BAN Leong Technologies Limited,SG,45203030.0,2023-09-30,IND,C1,1057945.66804268,n.a.,SG1R62925800,"This company, based in Singapore, operates as a technology-driven specialist distributor of multimedia and data storage products as well as information technology accessories in Singapore, Malaysia and Thailand, with the distributorship arrangements of over 70 types of products under more than 40 brand names. It was incorporated in 1993. It conducts business from its registered head office located in Singapore.The company aims to lead, create, and shape the trend of tech-savvy products by presenting quality, innovative, user-focused products and services through a perfect blend of Chinese Philosophy and Western Management. Its multimedia category primarily consists of audio and visual information technology products such as computer speakers, CRT and LCD monitors, graphic cards, MP3 players and sound cards. Data storage category includes products which are used in the storage of data such as tape storage, hard disk cases and CD-ROMs. Information technology accessories category consists of PR related accessories such as mouse and keyboards, and networking products such as switches, routers and wireless cards. The company distributes its products through two channels, namely, resellers such as retailers and chain stores and directly to corporate resellers and system integrators. To complement its distribution services, it provides after sales support services to its customers.","Operates as a technology-driven specialist distributor of multimedia and data storage products as well as information technology accessories in Singapore, Malaysia and Thailand, with the distributorship arrangements of over 70 types of products under more than 40 brand names",Wholesale,"A technology-driven specialist distributor of multimedia and data storage products as well as information technology accessories in Singapore, Malaysia and Thailand, with the distributorship arrangements of over 70 types of products under more than 40 brand names",Singapore,,1993-01-01,1993.0
4943,4944.0,Hatten Land Limited,SG,60201030.0,2023-12-31,IND,C1,163371.500566629,n.a.,SG2D90976473,"This company, formerly VGO Corporation Limited, is a property developer in Malaysia. It was incorporated in March 1993 and is based in Singapore, Singapore.The company is engaged in integrated residential, hotel and commercial developments. Its development portfolio consists of three integrated mixed use development projects and one retail mall in Malacca, Malaysia: Hatten City Phase 1, including Elements Mall, SilverScape Residences, Hatten Suites and a tower block; Hatten City Phase 2, including Imperio Mall and Imperio Residence; Harbour City, including a mall, a theme park and over three hotels, and Vedro by the River (a retail mall).",A property developer in Malaysia,Services,"Integrated residential, hotel and commercial developments; Elements Mall, SilverScape Residences, Hatten Suites and a tower block; Hatten City Phase 2, including Imperio Mall and Imperio Residence; Harbour City, including a mall, a theme park and over three hotels, and Vedro by the River (a retail mall)",Singapore,,1993-03-09,1993.0
314,315.0,China Aviation OIL (Singapore) Corp LTD,SG,10102040.0,2023-12-31,IND,C1,103080154.458821,n.a.,SG1T06929205,"This company operates as the largest physical jet fuel trader in the Asia Pacific region and the key supplier of imported jet fuel to China's civil aviation industry. It was incorporated in 1993 and has its registered business office located in Singapore, Singapore. The company's key businesses include jet fuel supply and trading, trading of other oil products and investments in oil-related assets. Its parent company, China National Aviation Fuel Group Corporation (""CNAF"") is a large State-owned enterprise in China. It is the largest aviation transportation logistics service provider in China, with a diverse portfolio of businesses, comprising aviation fuel distribution, storage and refuelling services at over 210 airports in China. It strives to become an internationally competitive energy company optimized by synergetic energy trading and asset investments, characterized by integrity and innovation.",Operates as the largest physical jet fuel trader in the Asia Pacific region and the key supplier of imported jet fuel to China's civil aviation industry,Wholesale,"Jet fuel supply and trading, trading of other oil products and investments in oil-related assets",Singapore,,1993-05-26,1993.0
3182,3183.0,BBR Holdings (S) Limited,SG,20103010.0,2023-12-31,IND,C1,1299944.52131641,n.a.,SG1Z42953799,"This company is an investment holding that provides general construction and structural engineering services. Incorporated in 1993 in partnership with the Switzerland-based BBR Network, it commenced operations in 1994 under its previous name of BBR Construction Systems Pte Ltd. The company is based in Singapore, Singapore.The company is responsible for expanding the activities of the BBR Network in the Asia Pacific region. BBR Network currently has business presence in key markets including Singapore, Malaysia, Philippines, Thailand, Sri Lanka and Korea. Its principal services are: general construction, specialist engineering, and property development. Its general construction services include design and build, general building construction, civil and structural engineering, and piling and foundation systems. The company's specialist engineering services comprise pre-stressing, bridge design and construction, stay cable systems, heavy lifting, and maintenance repair and retrofitting. Its activities include renovation and retro-fitting; design, fabrication, and installation of movable scaffolding systems and foam works; the construction of superstructures; and building contracting, project and contract managing, and reinforced concrete works. The company's civil engineering and building construction activities represent flyovers, bridges, earthworks, roadworks, water treatment works, canals, deep basement, and sewerage works; and the construction of power stations, and residential, industrial, institutional, and commercial buildings. It also engages in the property development; industrial coating, metal and aluminum fabrications and installation, and related consultancy services; and trading building materials and providing related services.",An investment holding that provides general construction and structural engineering services,Services,"General construction, specialist engineering, and property development; Renovation and retro-fitting; design, fabrication, and installation of movable scaffolding systems and foam works; the construction of superstructures; and building contracting, project and contract managing, and reinforced concrete works; Civil engineering and building construction activities represent flyovers, bridges, earthworks, roadworks, water treatment works, canals, deep basement, and sewerage works; and the construction of power stations, and residential, industrial, institutional, and commercial buildings; Property development; industrial coating, metal and aluminum fabrications and installation, and related consultancy services; and trading building materials and providing related services",Singapore,,1993-07-07,1993.0
4644,4645.0,Sutl Enterprise Limited,SG,25301030.0,2023-12-31,IND,C1,225592.78938169,n.a.,SG1BJ4000001,"The company is an investment holding company that is engaged in the production, wholesale distribution of electronics and information technologies related products. It was established in 1993 as Achieva Pte Ltd and has its registered corporate headquarters located in the city of Singapore. The company's subsidiaries are Achieva Components, focuses on data-communication and telecommunication applications and products; Achieva Technology, deals with personal computer peripherals, parts and software; and Achieva Electronics, focuses on battery packs, portable power solutions & interconnects for industrial & consumer products. It aims to be the top knowledge-based value-added distributor and solutions provider in the Asia Pacific for electronics and information technology-related products and services; and a leading Asian-based creator of innovative proprietary technology products and solutions. Through the operations of its subsidiaries, the company is also active in Malaysia, Australia, Indonesia, Philippines, Thailand, Vietnam, India, Hong Kong, China, Korea and Taiwan.","Investment holding company that is engaged in the production, wholesale distribution of electronics and information technologies related products",Manufacturing; Wholesale,Electronics and information technologies related products,Singapore,"Malaysia, Australia, Indonesia, Philippines, Thailand, Vietnam, India, Hong Kong, China, Korea and Taiwan",1993-11-03,1993.0
6066,6067.0,Viking Offshore and Marine Limited,SG,45203030.0,2023-12-31,IND,C1,40918.8621358734,n.a.,SGXE45420721,"This is a holding company primarily engaged in the management and administration of its subsidiaries and affiliates. Incorporated in November 1993, the company was formerly known as Novena Holdings Limited. It has a registered office located in Singapore City, Singapore.As a holding company, it provides group planning and strategy. In particular, the company also exercises financial control over its subsidiaries, settles their general policy and appoints their top managements as well as provides central services.The company's subsidiaries are located in Singapore, China, Malaysia, Indonesia and Vietnam. One of the company's subsidiaries is Viking Airtech Pte Ltd, an industry leading turnkey HVAC&R solutions provider offering design, engineering, manufacturing, project management and commissioning of heating, ventilation and air-conditioning systems as well as refrigeration systems (HVAC&R) for the marine and offshore industries in the People's Republic of China and South-East Asia.",Engaged in the management and administration of its subsidiaries and affiliates,Services,Management and administration of its subsidiaries and affiliates,Singapore,,1993-11-04,1993.0
4677,4678.0,HOE Leong Corporation LTD,SG,20106010.0,2023-12-31,IND,C1,218869.592253315,n.a.,SG1S47927920,"This company is engaged in the retail and wholesale distribution of spare parts for heavy equipment and industrial machineries. It was incorporated in 1994 and has its registered headquarters in Singapore, Singapore.The company markets such products as undercarriage parts including rollers, sprockets, track shoes and idlers; engine parts including pistons, liners, rings, valves, gaskets, nozzles and injectors; wear parts including cutting edges, bucket tips and end bits; seals; turbochargers; and piston main pumps. These products are used as replacement parts for bulldozers, excavators, wheel and track loaders, crawlers and marine engines, which are used by the agriculture, building and infrastructure construction, forestry, marine and mining industries. The company's products are under the brand names: Caterpillar, Cummins, Komatsu, Kobelco, Hitachi, Kanto Buhin, Yutani, TBM, and Berco, which are owned by its respective manufacturers.The company's distribution networks are located in Singapore, Malaysia, Hong Kong, Indonesia, China, Australia, the Philippines, Thailand, India, and Taiwan. Its operational branches and warehouse facilities are located in Malaysia specifically in Kuala Lumpur, Johor Bahru, Kota Kinabalu, Sibu and Miri; Indonesia specifically in Jakarta, Banjarmasin, Samarinda, Balikpapan, Pangkalan Bun and Pekan Baru; Hong Kong; and China specifically in Guanzhou and Shanghai. The company imports its heavy spare parts from the United States, Europe and Japan.The company's common shares are traded on the Singapore Stock Exchange under the stock code H20.",Engaged in the retail and wholesale distribution of spare parts for heavy equipment and industrial machineries,Wholesale; Retail,"Rollers, sprockets, track shoes and idlers; engine parts including pistons, liners, rings, valves, gaskets, nozzles and injectors; wear parts including cutting edges, bucket tips and end bits; seals; turbochargers; and piston main pumps",Singapore,"Malaysia, Hong Kong, Indonesia, China, Australia, the Philippines, Thailand, India, and Taiwan",1994-01-01,1994.0
4075,4076.0,Beng Kuang Marine Limited,SG,20201070.0,2023-12-31,IND,C1,450519.218371124,n.a.,SG1BH2000007,"This company is an investment holding company for a group that provides infrastructure engineering and corrosion prevention services. It was established in 1990 and conducts business from its registered head office located in Singapore, Singapore. The company operates in five segments: Infrastructure Engineering segment relates to the engineering services from planning, project management to implementation involving fabrication, corrosion prevention services for steel work structure, piping modules of oil rigs and jack-up rigs and construction of vessels. Its Corrosion Prevention segment relates to provision of corrosion prevention services, primarily blasting and painting services, ship conversion and ship repair activities. Its Supply and Distribution segment relates to supply and distribution of hardware equipment, tools and other products. Its Shipping segment relates to the chartering of livestock carriers, and tugs and barges, and ship management services. Its Others segment relates to the provision of technological solution for water and waste water treatment; solid waste management, and other areas on recovery of natural resources.",An investment holding company for a group that provides infrastructure engineering and corrosion prevention services,Services,Investment holding company,Singapore,,1994-01-01,1994.0
3116,3117.0,Broadway Industrial Group LTD,SG,45202030.0,2023-12-31,IND,C1,1410495.33566099,n.a.,SG1B21008464,"This company operates as an investment holding company that manufactures and distributes precision machined components for products used in automotive, customer device, and semi-conductor sectors. It was founded in 1969 and is based in Singapore, Singapore.The company is a leader in providing solutions in the manufacturing of precision machined components and is comprised of more than seven manufacturing and research facilities across China, Thailand and the USA and employs more than 4,000 people worldwide. It also manufactures and distributes actuator arms and related assembly parts for the hard disk drive industry. In addition, through its subsidiary Compart Asia, the company is one of the top three manufacturers of actuator arms and related assembled parts for the global hard disk drive industry.","Operates as an investment holding company that manufactures and distributes precision machined components for products used in automotive, customer device, and semi-conductor sectors",Manufacturing,Precision machined components; Actuator arms and related assembly parts for the hard disk drive industry,Singapore,China; Thailand; the USA,1994-01-01,1994.0
1768,1769.0,Sinarmas Land Limited,SG,60201030.0,2023-12-31,IND,C1,7266660.07755581,n.a.,SG1E97853881,"This is a holding company primarily engaged in the management and administration of its subsidiaries and affiliates. The company provides group planning and strategy. It also exercises financial control over its subsidiaries, settles their general policy and appoints their top managements, as well as provides central services. Incorporated in 1994, the company was formerly known as AFP Properties Limited. Its corporate headquarters is located in Singapore City, Singapore.The company is engaged in the property business through its operations in Indonesia, China, Malaysia and Singapore. It has long-term investments in major commercial buildings, hotels and resorts, and is involved in property development and leasing in Indonesia, China, Malaysia and Singapore.The Indonesia Operation owns around 10,000 hectares of strategic land bank (as of 2011) with projects in city development, township, residential, commercial, retail, industrial estates and hospitality properties, including property related services, is undoubtedly the largest and most diversified property company in Indonesia. Comprised of two well-respected listed property companies: PT. Bumi Serpong Damai, Tbk and PT. Duta Pertiwi, Tbk; both have an established market cap of more than two billion USD.Its vision is to be the leading property developer in South East Asia, trusted by customers, employees, society and other stakeholders.",A holding company primarily engaged in the management and administration of its subsidiaries and affiliates,Services,Management and administration of its subsidiaries and affiliates,Singapore,,1994-01-01,1994.0
5113,5114.0,Casa Holdings LTD,SG,25501010.0,2023-09-30,IND,C1,135033.897475691,n.a.,SG1B93012089,"This company operates as an investment holding firm engaged in the wholesale distribution of electrical and electronic home appliances. The company, with registered head office located in Singapore, was incorporated in 1994. It operates in Singapore, as well as in Malaysia, and China. Through its subsidiaries, it also sells and installs kitchen cabinets; and provides agency services for sourcing, introduction, and other matters for machinery and other products. In addition, the company is involved in trading in building materials; distributing mobile phones and mobile phones accessories; manufacturing air conditioning units; and manufacturing and selling dish and laundry washing and drying machines.",Operates as an investment holding firm engaged in the wholesale distribution of electrical and electronic home appliances,Wholesale,"Sells and installs kitchen cabinets; and provides agency services for sourcing, introduction, and other matters for machinery and other products",Singapore,Malaysia; China,1994-01-01,1994.0
4373,4374.0,JEP Holdings LTD,SG,20101010.0,2023-12-31,IND,C1,315155.960152279,n.a.,SG1Q14921304,"This company is an investment holding firm, engaged in the precision engineering works for parts used in the aerospace, oil and gas, and other general engineering and machinery works industries. It was established in 1990 and has registered headquarters located in Singapore, Singapore. The company is a leading solution provider of precision machining and engineering services, with a primary focus on the aerospace industry. It aims to provides one-stop seamless manufacturing solutions via a complete value chain comprising full fledged ultra high precision machining. Its aerospace segment provides manufacturing services for engine casings. The company's oil and gas segment offers manufacturing services to oil drilling equipment, such as body connectors for clip risers and related rigs. Its electronics segment provides manufacturing and assembly services for parts used by the semiconductor, telecommunication, and medical industries. The company's precision Engineering segment offers precision machining services for automotive parts. Its trading and other segment sells machines and provides customized cutting tools. The company's equipment manufacturing segment provides large format precision engineering and equipment fabrication services.","An investment holding firm, engaged in the precision engineering works for parts used in the aerospace, oil and gas, and other general engineering and machinery works industries",Services,Investment holding (precision engineering works),Singapore,,1994-01-01,1994.0
2848,2849.0,KOH Brothers Group LTD,SG,20103010.0,2023-12-31,IND,C1,1935587.32475902,n.a.,SG1B06007705,"This company, with registered business office in Singapore, is an investment holding firm with interests in a diverse line of business, including real estate, leisure and hospitality, and construction and building materials. It was founded by Mr Koh Tiat Meng in the 1960s as a sole proprietorship to undertake subcontracting work for civil engineering and building works. Since then, Tiat Meng, together with his brothers, Teak Huat and Tiak Chye, and a team of experienced managers, built up the company into a diversified group.The company owns and manages more than 50 subsidiaries and associated companies in Singapore, Indonesia, China, and Vietnam. Its core business is organized into three main divisions: real estate, leisure and hospitality, and construction and building materials. The Real Estate Division focuses on the development, investment and management of offices, retail properties and hotels. This Division is also involved in property development and investment in Indonesia and China. This Division aims to continue to source for investment opportunities in all sectors of real estate, both locally and overseas to diversify its property portfolio. The Leisure and Hospitality Division's core activities include investment and management of hotels and travel agency. This Division manages the travel agency, VNT Travel Singapore, which provides inbound and outbound tours and travel products and services, and carries out the function of promoting tourism in Asia. This Division has a total of 250 hotel rooms in Singapore and the Asia Pacific region, which includes Asian Hotel, Changi Hotel, and Oxford Hotel Singapore. The Construction and Building Materials Division provides building and civil engineering construction services for public and private projects. Building and civil engineering contracting is undertaken by a subsidiary, Koh Brothers Building & Civil Engineering Contractor (Pte.) Ltd (KBCE), which is registered with the Building Construction Authority under the new A1 classification for both building and civil engineering. Some of this Division's completed projects include construction of canal walls, bridges sluices, locks, mooring posts and ancillary works on Sentosa Cove; and improvement of Kallang River from Braddell Road to Jalan Toa Payoh.","An investment holding firm with interests in a diverse line of business, including real estate, leisure and hospitality, and construction and building materials",Services,Investment holding,Singapore,,1994-01-01,1994.0
